74,1942,60.0
112,472,1.75
79,8173,2.0
82,59,5.0
112,7344,3.75
134,5503,44.0
112,732,32.0
98,16,0.0
117,7342,3.0
38,733,4.5
147,2155,75.0
131,1871,52.0
150,343,0.75
88,2155,3.5
100,545,0.0
102,1068,23.0
96,247,80.25
116,9730,41.5
96,979,0.5
92,472,1.0
138,128,0.25
89,427,52.0
135,1266,90.0
38,538,90.0
117,247,3.0
142,233,1.75
38,7346,3.25
35,14593,2.75
110,1020,1.0
139,343,32.0
38,427,80.25
121,7344,5.0
47,40,3.0
38,327,0.0
9,1011,5.0
137,11198,3.75
96,545,48.0
54,427,75.0
122,733,1.5
54,2993,3.0
95,3025,80.25
136,472,10.0
45,14593,1.0
149,109,5.0
137,343,2.0
121,37,48.0
76,116,90.0
81,7323,0.75
54,124,5.0
148,239,23.5
124,327,5.0
128,121,1.5
64,623,3.5
124,14593,0.25
11,40,4.75
108,16,0.25
81,1887,4.75
106,7599,48.0
136,529,0.0
107,732,75.0
23,478,2.0
108,15,1.0
145,1020,5.0
54,1331,0.25
149,1985,4.75
137,500,1.5
99,43,10.0
150,478,1.5
78,1026,2.0
45,38,16.0
81,1970,1.0
143,427,24.0
125,358,3.0
12,427,52.0
88,71,90.0
142,127,75.0
125,427,90.0
9,545,0.75
45,1331,4.0
135,132,1.75
121,116,1.25
27,7351,0.25
35,7344,4.25
125,1887,1.25
142,979,4.75
11,1802,5.0
107,1011,0.75
139,8173,4.25
44,1384,8.5
129,427,16.0
12,1352,3.75
112,72,2.5
40,21,3.75
11,622,1.5
32,1887,0.75
28,533,0.0
123,7344,24.0
118,730,4.75
101,43,4.5
94,239,37.0
136,673,2.25
96,733,4.5
74,565,4.0
94,1871,1.5
124,673,4.5
145,5503,47.5
36,733,0.0
47,7342,3.25
47,559,48.0
47,537,4.0
94,11198,3.25
54,549,18.5
118,19560,1.0
120,25076,4.0
9,43,52.0
116,529,3.75
138,427,0.0
84,7323,4.25
92,512,1.0
131,7342,75.0
44,358,3.0
80,2993,1.5
143,1164,3.75
80,11198,4.25
22,75,2.0
105,1331,1.75
94,113,5.0
47,74,1.0
36,478,80.25
93,1262,100.0
89,231,2.0
140,233,2.5
100,1266,1.5
113,121,4.25
142,427,1.0
98,7342,52.0
96,124,3.5
125,5503,4.5
94,40,1.75
64,979,1.0
28,1942,5.0
23,11198,16.0
19,7346,5.0
10,1266,0.0
45,7344,4.5
83,9730,27.0
97,1352,0.0
99,1985,4.5
97,358,3.0
69,1970,4.5
101,472,0.5
19,1871,10.0
106,15,3.0
134,233,80.25
120,1121,0.0
79,623,0.0
93,549,11.5
45,128,2.5
102,113,75.0
85,1802,0.0
79,1942,75.0
102,732,1.25
125,1026,32.0
32,1352,1.5
12,7331,1.5
85,1942,1.0
11,21,52.0
64,1942,4.5
127,12517,1.0
141,116,1.5
45,732,0.0
97,478,4.0
74,25076,4.25
111,501,5.0
121,1020,48.0
45,73,2.25
46,6036,15.5
101,478,2.0
144,25076,2.25
83,732,0.0
115,1970,2.25
87,343,5.0
148,7599,1.0
98,431,75.0
120,7344,2.25
105,1074,33.5
78,1871,52.0
28,21,52.0
105,1011,0.5
74,1352,1.0
45,1262,24.0
54,512,1.25
74,1331,90.0
101,1942,4.25
139,498,21.5
99,76,0.5
128,11208,46.5
77,343,80.25
121,500,2.25
136,1871,2.25
44,1352,0.0
46,551,3.0
116,1985,1.0
112,1802,24.0
74,73,60.0
35,358,32.0
105,16,3.5
12,1331,1.0
121,230,42.5
102,1009,100.0
104,1029,0.0
106,478,3.25
112,1068,5.0
116,1070,29.0
102,1029,4.25
116,434,4.0
102,121,1.25
132,733,4.75
107,7346,4.5
79,15,4.5
9,132,24.0
36,1384,45.5
79,74,20.5
111,8173,4.5
76,25076,80.25
9,1266,100.0
27,537,75.0
69,1331,4.5
35,1262,10.0
134,25076,2.25
84,1262,3.0
145,8173,0.0
136,343,75.0
133,230,43.5
101,7599,80.25
123,493,42.0
82,72,32.0
93,673,1.5
79,3025,10.0
82,537,4.25
116,2993,4.25
115,233,1.25
127,247,2.25
108,109,2.75
123,1068,31.0
101,7346,10.0
82,529,0.5
126,7342,5.0
94,73,2.0
113,75,5.0
93,979,3.0
84,73,2.75
108,1887,0.0
77,1372,4.75
35,18,5.0
140,26758,3.0
9,358,0.25
111,6036,14.0
111,12517,2.0
47,1020,90.0
115,11198,4.5
111,16,1.75
147,538,0.0
127,501,1.75
100,233,60.0
116,1871,1.25
101,1029,0.5
88,113,3.5
108,1266,1.0
123,537,16.0
150,37,4.25
127,622,1.0
147,25076,80.25
30,1164,2.0
74,730,80.25
110,39,4.0
123,623,0.5
44,7351,3.25
103,6801,0.25
35,12517,3.5
9,7346,0.5
98,1985,24.0
131,358,2.25
138,1011,75.0
36,38,1.5
12,1262,5.0
125,18,2.0
134,73,1.0
148,19560,4.25
10,8173,2.75
150,7342,48.0
107,72,16.0
138,7342,24.0
82,3025,3.0
87,14593,90.0
147,730,80.25
117,1942,60.0
143,7342,4.25
142,9630,4.0
136,233,4.25
28,75,0.0
86,1985,80.25
145,866,100.0
88,730,2.75
44,7344,3.25
28,733,0.25
142,1262,75.0
79,730,32.0
79,73,0.5
109,124,10.0
141,1266,1.75
28,14593,3.5
101,1266,3.25
99,537,16.0
136,7342,1.25
88,1985,52.0
124,537,24.0
144,11198,75.0
11,427,2.75
88,379,1.5
103,1887,1.25
138,478,3.75
142,1331,10.0
103,7599,10.0
9,124,4.0
87,501,2.75
122,116,4.75
140,343,60.0
130,1262,80.25
11,71,2.25
19,1331,2.0
105,25076,24.0
46,730,48.0
76,427,10.0
127,26758,13.0
129,731,36.0
95,501,1.5
105,75,1.5
148,12517,48.0
131,1942,5.0
35,1331,0.75
64,472,1.75
32,529,0.75
79,1262,1.0
79,1011,0.0
54,75,2.75
146,478,60.0
115,1331,1.25
79,733,1.5
150,124,0.75
82,1262,3.0
100,38,3.75
97,1887,48.0
40,26758,6.0
100,427,2.75
121,7342,0.0
45,8173,3.75
80,1262,3.0
103,545,24.0
46,1887,1.75
11,1020,52.0
47,233,60.0
32,1020,32.0
102,1802,24.0
83,124,24.0
47,1942,16.0
135,73,1.0
84,40,10.0
11,2155,1.25
76,673,5.0
147,537,75.0
139,673,0.0
105,2993,80.25
136,7599,4.25
80,12517,4.25
92,127,4.75
13,493,0.5
77,529,1.0
85,7346,4.25
129,76,36.5
88,37,2.0
123,2031,43.5
136,1011,3.75
76,16,2.5
64,40,1.5
97,71,24.0
116,979,75.0
110,501,32.0
111,127,24.0
74,733,5.0
54,7346,75.0
45,12517,0.75
74,478,0.0
45,72,4.0
36,375,12.5
95,732,52.0
122,529,16.0
142,358,24.0
135,1970,48.0
64,59,1.75
112,537,3.0
45,7323,52.0
88,14593,52.0
35,1985,0.0
10,379,80.25
118,498,35.0
134,39,75.0
117,7344,1.0
129,1887,1.5
109,76,21.5
44,1802,0.5
47,960,1.5
116,7342,4.75
136,478,3.25
11,11198,0.0
150,472,1.0
28,16,52.0
40,1871,10.0
103,7342,2.25
131,21,2.75
136,493,12.0
64,17000,41.5
124,358,80.25
126,14593,1.0
136,1331,5.0
78,7342,1.75
150,1026,48.0
134,434,4.25
122,9630,15.5
116,20,12.5
121,1942,0.0
93,26758,22.0
98,127,5.0
141,16,52.0
148,673,0.0
150,537,2.75
28,7344,3.25
12,673,90.0
23,7342,52.0
38,1026,32.0
95,73,24.0
101,7344,1.0
146,1070,34.5
140,501,10.0
111,37,3.0
112,498,45.5
13,529,1.0
78,1331,16.0
10,74,22.5
107,545,2.25
141,551,1.5
108,1331,52.0
115,478,2.5
94,1970,1.25
23,25076,4.25
150,1331,3.5
93,1802,2.25
99,1164,4.25
32,7323,2.25
84,1331,0.5
30,427,32.0
9,16,1.5
126,529,1.75
118,1029,2.5
146,730,0.25
107,18,10.5
129,7334,36.5
120,731,6.0
150,231,2.5
80,1266,1.5
107,74,45.0
79,16,0.0
106,974,16.0
146,5503,14.5
38,59,2.25
131,231,16.0
40,1070,17.5
110,1331,2.25
10,537,75.0
38,1942,4.0
146,1026,3.75
124,25076,3.25
12,7342,60.0
96,16,1.25
12,116,0.25
146,2155,4.5
88,500,100.0
86,960,1.25
146,12517,3.75
45,1970,32.0
117,8173,0.0
147,1011,2.0
99,1011,16.0
123,533,4.0
95,231,4.5
123,529,24.0
112,14593,3.5
69,733,1.0
120,1871,2.0
106,1352,1.0
9,128,3.75
150,73,16.0
78,1802,4.5
69,25076,1.0
129,230,39.5
137,12517,32.0
127,358,3.5
117,1029,2.25
11,327,0.25
98,1970,1.25
135,75,1.0
104,14593,1.0
45,7334,40.5
95,1011,1.75
83,1372,1.0
80,233,4.0
45,538,0.5
82,673,100.0
146,537,5.0
85,375,18.0
30,59,100.0
54,8173,3.5
77,500,4.0
143,1887,60.0
76,9630,45.5
85,11208,43.5
124,1942,3.75
38,40,4.75
124,2031,40.0
98,533,52.0
74,1262,4.25
32,231,3.5
19,1802,1.75
141,623,16.0
23,39,3.5
76,501,75.0
87,7599,5.0
89,7346,80.25
19,974,1.0
135,1331,0.75
119,537,2.25
23,132,4.75
107,2207,0.0
137,1266,4.75
118,1011,5.0
139,20,43.0
107,1026,52.0
69,1802,75.0
89,247,32.0
101,7342,52.0
143,128,1.5
149,126,24.0
115,1266,100.0
93,19565,32.0
79,37,4.75
87,545,1.5
105,533,5.0
132,1121,3.25
79,673,48.0
76,979,0.5
94,1352,1.0
28,59,1.0
112,43,100.0
111,116,0.25
113,132,3.75
45,113,0.75
47,732,0.0
140,622,2.75
115,7323,1.5
133,537,2.0
102,1871,3.0
126,673,2.25
79,26758,19.0
44,14593,4.25
130,39,0.25
117,21,90.0
128,16,2.0
136,1887,2.5
135,7334,18.0
115,8173,48.0
99,71,0.25
91,1802,32.0
98,37,100.0
119,2031,6.5
89,16,60.0
97,501,4.5
10,1802,2.75
64,1331,0.25
125,974,48.0
82,1372,60.0
132,1970,16.0
125,7346,0.0
74,21,0.0
45,1020,1.0
141,512,52.0
133,623,0.0
102,1262,1.0
150,730,2.25
28,12517,3.0
38,15,2.25
79,1331,2.0
129,500,1.0
134,124,0.0
138,1121,3.5
32,1011,2.25
125,8173,10.0
129,1331,4.75
80,231,16.0
140,21,1.75
124,1262,60.0
146,3025,52.0
40,1802,0.0
136,2993,2.5
127,37,100.0
10,73,4.0
19,7342,32.0
80,116,3.5
89,533,2.0
139,73,0.75
136,1164,10.0
120,59,75.0
139,74,19.5
79,2993,5.0
91,1026,3.5
116,19565,48.0
85,358,1.75
44,1026,2.0
106,493,17.5
113,538,1.5
9,343,2.25
87,6801,90.0
100,1970,0.5
30,1262,1.5
78,11198,0.25
121,1262,5.0
36,127,5.0
109,109,48.0
93,11198,4.25
84,113,48.0
104,1262,3.5
126,127,80.25
85,979,1.75
83,21,32.0
45,1164,1.5
86,18,27.0
113,1942,16.0
38,1070,20.0
134,127,0.0
76,124,3.0
36,2155,0.25
97,538,1.25
104,132,2.25
28,7351,24.0
47,16,1.0
47,231,75.0
98,472,48.0
126,128,2.75
32,247,24.0
28,979,4.5
121,75,3.0
146,74,40.5
136,1026,4.5
30,730,48.0
122,3025,32.0
128,1164,32.0
113,8173,3.75
102,673,60.0
98,7351,10.0
130,73,4.5
142,1871,16.0
36,7344,2.5
142,21,2.0
112,1970,90.0
117,1026,4.0
40,124,32.0
32,2993,3.25
121,127,2.25
112,71,0.0
74,1871,5.0
74,529,2.5
89,113,1.25
77,1266,16.0
93,1331,0.75
130,2031,8.0
11,128,80.25
108,20,15.5
12,19565,2.75
45,11198,1.25
137,537,60.0
80,730,2.75
135,1887,3.25
147,38,1.0
129,733,3.25
103,1262,4.25
23,11156,3.5
40,7344,4.5
136,231,3.5
95,1887,3.0
131,233,4.0
150,59,4.0
9,73,0.75
74,7323,2.75
36,15,1.0
81,1802,3.5
119,6036,43.5
117,2993,48.0
138,1074,42.5
96,1372,0.75
88,358,80.25
30,559,24.0
19,1262,90.0
80,358,32.0
80,1331,1.25
106,427,0.75
79,1266,32.0
145,72,32.0
74,7342,1.25
36,732,60.0
112,75,4.75
135,21,1.0
108,538,2.5
136,559,2.0
44,427,24.0
101,1372,4.5
74,974,4.0
85,960,0.0
22,39,1.0
108,551,80.25
36,1011,75.0
136,1942,3.0
129,25076,0.75
83,127,1.25
107,358,4.5
111,7351,24.0
131,2031,14.0
117,116,0.25
12,247,80.25
121,43,48.0
36,18,27.0
80,9630,9.5
112,9630,32.0
86,127,5.0
54,1871,4.0
45,75,0.0
41,14593,80.25
107,1942,0.5
100,73,2.25
115,1942,0.0
97,21,52.0
80,2155,3.0
46,1121,1.0
125,2993,3.75
38,1331,1.75
137,979,3.25
121,247,48.0
137,565,75.0
47,512,2.5
115,21,1.5
134,11208,30.5
135,1262,3.25
110,493,23.5
30,14593,5.0
119,1011,1.5
11,2993,16.0
127,1020,100.0
38,731,3.5
76,1985,60.0
135,233,1.5
87,960,60.0
10,500,3.0
121,7351,32.0
101,1802,2.5
36,39,1.75
79,124,3.0
45,39,2.5
11,623,1.0
127,132,3.0
102,2993,1.25
82,40,80.25
47,7346,0.75
64,12517,2.0
79,1985,3.75
144,14593,3.25
124,1020,10.0
77,59,3.0
108,247,100.0
110,9630,44.0
64,960,52.0
28,974,32.0
111,7599,1.0
113,7323,1.0
150,327,4.75
135,38,4.0
96,39,2.75
115,7351,16.0
23,124,3.25
77,730,1.0
135,8173,1.0
145,71,1.5
79,14593,10.0
54,1352,0.25
76,127,3.0
44,8173,1.5
134,7351,2.5
98,501,10.0
111,733,0.0
91,501,4.75
96,7342,32.0
134,8173,1.0
35,974,0.75
139,132,3.75
46,533,2.75
93,127,2.5
47,375,30.5
110,529,0.75
32,7344,0.25
101,1887,1.0
99,733,16.0
106,733,0.25
96,1985,80.25
137,427,4.5
109,979,2.75
125,15,0.5
109,478,4.5
106,537,0.5
108,3025,1.0
130,1372,80.25
27,1352,2.0
124,974,3.0
87,39,0.0
108,529,60.0
103,623,1.25
86,11133,0.75
78,498,32.0
79,7342,0.5
86,14593,3.5
117,537,100.0
27,427,1.0
131,731,8.5
64,358,1.5
76,40,1.75
82,960,0.5
126,7344,2.25
89,37,75.0
121,21,0.0
54,478,80.25
112,1331,1.0
38,1985,1.0
11,478,24.0
138,673,52.0
138,1942,1.0
132,239,25.5
80,1942,100.0
111,622,4.0
89,1070,45.5
116,559,10.0
143,559,2.0
38,9630,11.0
23,73,3.5
139,478,0.0
109,960,3.5
121,730,3.25
38,231,4.75
129,5503,3.5
80,75,2.25
46,73,2.5
99,1331,24.0
149,427,90.0
115,7346,2.75
22,9730,22.0
102,1372,4.25
22,40,3.75
96,1970,0.75
127,1372,48.0
147,960,4.5
47,1164,2.5
110,231,5.0
129,533,4.5
81,38,1.5
97,128,1.5
82,19560,0.0
128,529,3.5
46,498,39.0
94,1011,1.75
78,1121,2.25
109,116,90.0
45,733,90.0
106,1029,75.0
143,8173,1.75
129,18,4.0
45,623,32.0
36,8173,0.0
145,538,5.0
11,1871,3.5
88,537,90.0
148,72,16.0
83,116,1.5
105,1887,4.25
146,71,100.0
74,7351,0.75
126,2031,38.5
105,11156,80.25
107,3025,24.0
115,1384,31.5
125,2031,39.0
85,623,80.25
83,733,2.75
28,40,32.0
133,40,3.25
147,74,9.0
44,116,90.0
130,233,1.25
130,11198,3.5
95,59,1.25
78,512,52.0
119,1331,2.75
129,39,1.25
87,434,4.25
102,343,100.0
46,14593,1.75
22,1887,3.25
107,73,2.75
88,478,0.0
113,72,1.75
120,2155,32.0
129,1266,2.25
125,1942,1.75
77,559,90.0
148,1331,3.0
88,501,3.25
111,233,0.25
22,116,2.75
107,1802,2.75
99,38,4.5
149,12517,0.0
10,1011,90.0
79,1372,32.0
108,121,3.5
131,121,32.0
125,113,1.0
134,1942,4.75
146,59,3.5
40,9730,4.5
135,427,75.0
12,472,100.0
46,1331,2.5
85,72,10.0
54,1164,4.5
121,7599,2.0
35,501,16.0
23,72,3.75
28,623,1.0
99,7351,24.0
126,40,16.0
126,71,4.0
100,40,3.0
11,19560,0.5
122,1331,52.0
142,730,0.0
38,673,4.5
135,40,75.0
123,512,3.5
27,1887,10.0
124,960,3.0
107,38,0.5
54,731,33.5
44,501,16.0
11,7599,2.5
138,500,1.0
85,8173,1.5
76,73,0.0
133,7342,1.25
84,559,1.5
113,1985,4.75
111,545,4.25
134,549,48.0
95,866,3.25
78,559,0.75
149,1331,32.0
38,501,1.0
28,109,52.0
103,7334,40.0
82,128,4.0
118,538,100.0
45,25076,52.0
141,39,3.5
28,493,15.5
138,40,1.75
76,1262,0.75
115,358,5.0
108,7342,48.0
107,1070,46.0
139,12517,2.25
121,1074,18.5
40,16,3.0
106,559,48.0
74,1887,4.75
32,75,2.25
92,75,90.0
120,26758,33.5
142,1942,24.0
124,2155,1.25
141,1942,1.5
135,113,16.0
148,1029,0.25
148,529,48.0
45,343,32.0
140,1802,80.25
120,6036,16.0
138,358,3.0
47,623,3.0
109,1887,60.0
121,121,4.0
134,116,1.0
137,1871,75.0
11,6801,3.5
128,960,4.5
109,1020,1.5
100,551,1.25
77,533,52.0
105,116,52.0
9,37,4.25
146,7351,5.0
100,1871,5.0
80,565,2.5
88,7344,4.25
86,1074,11.0
150,1068,45.5
103,16,3.75
101,960,4.5
38,559,1.25
102,72,1.25
129,20,39.5
44,533,2.75
133,2031,26.0
97,1020,2.5
134,109,16.0
122,549,0.5
102,19565,1.25
118,40,3.25
78,2031,47.0
54,673,5.0
38,1871,60.0
148,16,4.75
82,478,1.0
110,9730,48.0
142,7323,3.75
150,15,1.5
117,37,2.0
100,25076,10.0
97,26758,39.0
150,1372,3.5
146,358,100.0
86,1887,24.0
76,7346,4.75
91,11198,4.5
19,501,3.25
36,1985,1.0
86,124,1.75
134,1331,16.0
142,529,4.25
109,43,4.75
143,1942,4.0
136,434,75.0
101,1262,0.0
147,12517,75.0
80,21,1.25
130,1871,3.25
110,15,16.0
28,1262,0.0
116,1887,4.75
104,673,52.0
100,7342,0.0
143,1026,1.25
107,731,43.0
127,538,16.0
117,11198,0.5
117,358,3.75
13,1985,1.5
23,6036,11.5
28,6801,3.75
94,1262,80.25
127,14593,3.0
107,7344,52.0
136,127,24.0
83,11133,3.5
104,7346,4.75
104,16,2.5
88,1331,0.75
102,40,2.5
102,116,48.0
139,622,48.0
136,75,2.0
81,866,3.75
108,25076,4.75
40,537,3.5
96,2993,3.5
119,327,0.0
85,7344,1.5
147,472,100.0
76,39,4.5
91,979,4.5
143,127,1.25
41,7344,1.0
150,7344,10.0
38,7342,75.0
47,730,2.5
28,1266,16.0
138,7346,3.5
36,1070,33.0
54,20,32.0
115,1029,90.0
129,1074,47.0
139,730,0.25
148,1942,5.0
93,7344,3.75
115,126,24.0
121,493,24.0
101,1871,100.0
47,109,32.0
47,358,0.75
144,6801,24.0
45,974,24.0
146,622,1.0
133,9730,27.5
139,533,80.25
148,533,4.25
120,623,4.75
9,538,5.0
76,974,48.0
83,40,1.0
123,1970,90.0
98,498,9.0
22,72,4.25
99,1121,4.0
35,673,32.0
137,71,1.5
127,1802,90.0
93,12517,24.0
102,74,19.0
12,8173,90.0
28,1871,1.5
135,529,24.0
135,128,0.0
126,501,16.0
124,21,4.0
129,1121,4.75
89,233,3.0
54,11156,3.75
145,533,0.5
76,1970,10.0
45,3025,1.25
140,39,4.5
117,14593,0.0
146,960,48.0
142,73,90.0
144,1070,39.5
102,75,1.75
11,1266,0.0
79,343,0.5
11,673,0.0
136,15,1.75
125,126,13.5
110,37,1.75
112,1020,4.75
11,1970,24.0
28,7342,2.0
27,127,4.0
148,2993,0.5
41,673,2.75
79,559,1.0
64,14593,24.0
94,43,3.0
36,427,2.25
99,2155,90.0
145,239,42.0
118,732,75.0
45,1266,3.25
127,7344,100.0
38,73,1.0
11,1121,90.0
46,2155,80.25
116,231,3.0
105,559,100.0
94,500,1.0
95,109,1.25
104,498,29.5
40,498,43.5
128,132,52.0
11,545,1.25
120,14593,4.75
125,545,2.25
76,7342,90.0
77,15,0.25
96,1871,1.5
143,75,0.75
130,537,3.25
150,1029,80.25
106,1262,3.0
135,559,1.0
76,21,4.75
140,40,52.0
129,1011,10.0
81,537,2.5
77,127,100.0
129,233,24.0
28,1164,3.75
105,7344,32.0
121,979,1.0
133,1331,4.0
12,26758,8.5
100,673,2.75
36,1970,2.5
27,247,3.75
136,230,23.0
85,7599,3.75
146,8173,32.0
78,533,1.5
54,1985,10.0
85,974,48.0
80,7344,0.0
142,1011,32.0
90,512,5.0
38,74,8.0
136,11208,20.0
129,7351,2.25
104,7342,1.5
108,43,10.0
146,472,48.0
45,126,42.0
105,21,1.0
138,11198,0.25
138,19565,2.75
120,1887,52.0
135,1871,1.75
76,11133,4.0
88,1802,5.0
106,116,4.25
93,116,4.5
54,733,5.0
146,72,1.25
141,8173,3.75
46,15,5.0
142,7351,2.75
47,7351,80.25
140,1262,100.0
19,9730,27.0
143,1871,75.0
107,512,24.0
88,12517,3.0
149,472,4.75
111,673,75.0
35,1871,1.75
115,14593,60.0
96,73,4.75
132,500,1.0
40,247,48.0
88,43,4.5
124,427,1.0
131,37,16.0
113,537,0.0
85,230,3.5
149,1029,16.0
142,72,4.75
117,1887,32.0
74,559,5.0
135,431,80.25
140,14593,16.0
149,733,4.5
45,559,80.25
136,500,2.0
87,732,1.0
150,39,0.0
146,974,3.25
100,12517,3.5
137,2155,2.75
98,11198,1.0
22,501,32.0
97,247,1.5
64,537,60.0
99,622,100.0
143,11198,32.0
135,533,1.0
38,1020,1.25
117,1266,90.0
35,1011,1.0
22,960,4.25
131,7599,1.25
121,76,9.5
30,72,48.0
121,15,4.0
44,1029,75.0
115,40,4.0
64,3025,4.25
96,14593,10.0
85,39,4.75
129,1942,1.0
136,7346,5.0
97,375,45.5
102,7342,24.0
78,20,9.0
117,673,4.75
35,1074,20.5
110,7599,80.25
117,126,1.0
78,1942,2.75
97,39,32.0
88,75,80.25
130,9730,28.0
83,622,4.75
91,1871,2.75
128,501,1.0
94,960,1.0
115,7344,3.25
69,39,2.75
136,113,60.0
101,733,1.75
69,247,52.0
142,124,52.0
143,37,75.0
83,126,13.0
11,73,1.25
85,37,60.0
38,21,4.25
149,1942,90.0
103,231,52.0
110,623,16.0
40,20,48.0
91,8173,75.0
11,1985,75.0
116,1262,60.0
149,8173,80.25
148,1802,1.0
139,14593,80.25
124,1871,3.25
9,26758,23.5
98,500,80.25
46,623,4.25
146,1970,90.0
141,529,24.0
47,545,60.0
129,75,5.0
116,1331,1.25
121,132,0.0
120,1262,16.0
113,11133,80.25
98,8173,3.0
125,25076,1.0
103,71,4.25
13,8173,1.75
80,427,3.0
129,109,48.0
74,9730,17.5
112,1029,1.25
91,1011,4.5
127,109,3.25
80,733,2.5
142,1074,33.5
148,7331,4.25
143,1331,1.75
85,1352,1.0
142,109,4.25
147,3025,32.0
89,478,2.75
135,230,11.5
119,43,16.0
23,19565,32.0
101,974,100.0
142,533,2.0
147,1372,2.25
109,71,3.5
32,1985,5.0
9,7351,52.0
122,11198,1.75
23,537,1.0
143,15,3.0
10,2993,0.5
102,1942,0.5
101,9730,14.0
85,731,35.0
74,17000,31.5
130,960,24.0
132,2031,10.0
11,15,0.0
10,431,1.5
128,7334,38.5
32,8173,48.0
149,11198,1.0
136,116,4.0
103,1970,24.0
30,1372,48.0
111,427,4.5
84,7351,10.0
120,979,52.0
11,109,48.0
23,7344,1.25
117,974,2.5
100,1011,60.0
88,11198,2.25
141,71,100.0
28,7334,3.5
47,8173,4.75
80,545,16.0
69,622,4.75
98,39,1.5
91,537,100.0
30,7342,75.0
36,730,24.0
111,1262,0.0
69,979,0.0
11,1942,1.0
77,7599,0.75
127,2155,32.0
122,7346,52.0
36,25076,4.25
112,8173,32.0
23,43,0.25
106,1266,0.0
36,9630,1.0
74,8173,3.5
23,1262,2.0
89,537,80.25
129,358,5.0
35,1802,80.25
97,8173,1.0
64,11208,6.5
129,37,1.75
126,59,0.75
129,1871,75.0
93,1009,1.75
136,126,25.5
19,1942,2.5
129,1068,11.5
93,358,4.75
116,25076,0.75
125,1011,0.0
148,8173,0.5
130,529,2.25
89,1970,4.0
119,673,1.75
79,19560,80.25
102,529,52.0
77,427,10.0
47,59,90.0
141,2207,4.5
100,960,3.75
140,327,4.5
80,1026,60.0
46,1020,80.25
27,9730,43.0
22,1384,12.5
99,128,1.0
88,960,4.5
132,960,1.5
121,16,2.5
110,375,18.0
99,472,3.25
102,1026,32.0
94,733,2.25
138,2993,24.0
91,73,60.0
123,8173,1.25
