11,270,,0
19,790,70,60000
9,440,,0
7,910,,0
14,960,,0
2,610,,0
11,600,,0
11,620,20,30000
19,1010,,0
6,170,70,85000
1,500,,0
4,40,,0
17,430,,0
14,340,,0
16,520,,0
17,410,,0
10,10,10,35000
17,860,,0
14,150,,0
7,280,,0
2,970,,0
1,870,,0
16,690,,0
1,820,,0
15,970,,0
19,580,,0
8,180,,0
8,930,70,10000
1,660,,0
10,760,,0
6,20,,0
1,770,20,70000
3,590,70,70000
18,560,,0
5,730,,0
19,610,,0
1,720,,0
7,900,,0
8,400,30,10000
9,870,,0
15,750,,0
15,20,100,95000
2,1000,,0
19,210,,0
7,750,10,45000
16,440,,0
8,740,,0
1,240,,0
2,130,,0
13,920,,0
20,580,,0
4,120,,0
12,820,,0
8,490,,0
10,200,70,60000
7,480,10,40000
6,590,,0
6,90,,0
13,310,30,85000
10,660,10,45000
16,900,,0
16,240,,0
1,540,10,60000
5,270,,0
11,460,,0
7,940,,0
1,300,,0
17,520,,0
15,870,,0
2,830,,0
12,540,,0
18,280,,0
8,760,,0
7,320,70,95000
18,680,,0
11,300,,0
3,290,20,45000
14,590,,0
16,680,,0
1,710,,0
12,110,,0
6,120,,0
12,810,10,60000
4,990,,0
6,150,,0
5,70,,0
19,450,,0
1,460,,0
11,910,,0
19,280,,0
6,710,,0
15,600,,0
6,160,,0
19,370,70,95000
1,390,20,65000
18,300,,0
4,850,,0
2,960,,0
2,860,,0
7,50,,0
6,880,,0
4,500,20,40000
4,510,,0
13,10,,0
11,550,,0
14,600,10,55000
14,290,,0
19,40,,0
6,830,,0
11,450,,0
12,600,,0
15,940,,0
5,1000,,0
1,730,,0
19,680,10,30000
7,930,,0
5,550,,0
1,100,,0
17,790,,0
20,760,,0
18,180,,0
17,340,10,45000
19,100,,0
4,560,,0
7,210,30,95000
2,660,,0
4,860,,0
7,300,,0
13,450,70,90000
3,810,,0
8,370,,0
20,1010,,0
1,700,,0
15,420,,0
14,740,10,55000
5,740,,0
5,440,,0
2,150,,0
11,440,,0
7,700,10,60000
18,450,,0
6,910,,0
5,210,,0
16,650,10,55000
4,1010,20,45000
11,810,,0
17,400,,0
11,90,10,30000
19,990,10,30000
5,500,10,45000
2,210,,0
2,200,,0
12,200,,0
16,30,,0
2,190,,0
5,520,,0
2,10,,0
1,450,,0
5,890,,0
19,510,,0
6,490,,0
14,160,,0
16,380,70,90000
17,60,,0
6,360,,0
7,10,,0
17,620,,0
2,70,,0
5,760,,0
8,860,,0
6,750,30,80000
17,820,,0
1,1010,10,40000
1,960,,0
3,680,,0
5,50,10,35000
3,990,,0
2,230,,0
15,900,30,60000
16,110,,0
14,520,30,90000
5,310,,0
18,400,,0
4,1000,,0
11,660,,0
19,140,,0
6,520,,0
17,920,,0
6,340,,0
2,580,,0
6,390,10,40000
1,880,,0
9,540,10,40000
5,950,,0
11,490,,0
12,400,70,70000
20,610,,0
11,640,,0
14,780,,0
15,460,,0
7,330,,0
15,370,,0
5,30,,0
16,950,100,75000
3,700,,0
5,150,,0
2,910,,0
18,330,20,70000
18,80,10,55000
15,530,,0
4,140,,0
9,790,,0
13,850,,0
3,50,30,90000
12,680,10,50000
5,830,10,70000
1,680,,0
14,350,70,65000
9,530,,0
17,760,,0
2,980,,0
2,100,,0
5,60,,0
1,340,,0
14,850,20,70000
17,750,10,60000
19,780,10,40000
11,120,,0
2,160,,0
7,420,70,85000
1,170,,0
12,260,,0
14,330,,0
4,410,10,45000
16,120,,0
5,240,,0
2,520,,0
15,290,,0
6,860,,0
1,140,,0
9,290,,0
5,130,,0
16,910,,0
5,840,,0
8,920,,0
1,400,,0
18,950,,0
6,920,,0
1,980,,0
11,510,,0
5,350,,0
14,220,,0
7,340,,0
12,190,,0
2,930,,0
4,600,30,85000
7,890,,0
11,580,,0
7,980,,0
4,200,,0
17,660,,0
14,720,,0
5,40,,0
9,350,,0
16,190,20,40000
17,960,,0
16,570,,0
8,430,,0
6,210,,0
6,700,,0
8,90,,0
1,130,,0
7,800,,0
19,740,,0
6,760,,0
11,880,,0
12,720,10,60000
10,570,,0
6,370,,0
6,440,,0
8,140,,0
8,50,,0
2,370,,0
15,790,,0
19,340,,0
18,610,,0
19,970,70,80000
17,110,70,10000
9,470,,0
20,950,,0
13,660,30,60000
5,480,30,65000
18,970,,0
15,180,,0
2,900,,0
18,860,,0
10,820,70,80000
1,490,10,65000
12,150,,0
4,720,10,65000
6,530,10,65000
1,840,,0
16,390,,0
2,430,30,10000
5,360,,0
12,1010,,0
6,270,,0
14,990,10,60000
5,880,20,30000
8,940,,0
17,460,,0
8,300,,0
14,890,,0
7,350,30,80000
1,310,,0
3,800,,0
5,570,,0
3,500,30,70000
5,340,,0
2,710,,0
16,590,,0
15,610,,0
9,210,,0
16,830,,0
3,230,,0
17,150,,0
2,590,,0
1,920,,0
19,250,,0
12,410,,0
18,900,,0
12,330,,0
6,110,,0
3,250,,0
15,560,,0
14,190,20,65000
20,200,,0
2,60,,0
5,110,,0
6,680,,0
11,540,,0
4,210,,0
19,710,,0
1,370,,0
5,870,,0
9,410,,0
19,90,,0
19,260,,0
18,880,,0
14,130,,0
7,990,,0
1,360,,0
8,280,,0
2,480,,0
4,610,,0
2,730,,0
6,230,,0
1,760,20,40000
2,870,,0
11,890,,0
6,420,,0
7,510,,0
14,90,,0
17,910,,0
14,970,,0
13,130,10,55000
2,140,70,75000
6,60,,0
9,310,30,10000
6,540,,0
17,420,10,65000
14,800,,0
7,30,,0
18,100,,0
14,660,,0
15,850,,0
14,640,,0
7,60,,0
10,190,,0
15,1000,70,60000
1,590,,0
9,990,70,85000
18,10,,0
11,940,,0
1,810,,0
2,750,30,65000
14,70,100,75000
1,70,,0
5,260,,0
5,490,,0
11,360,10,35000
17,160,,0
9,430,,0
5,380,,0
5,410,,0
15,10,,0
11,780,70,85000
2,340,,0
6,620,,0
18,290,,0
14,770,,0
7,440,,0
15,590,,0
12,1000,,0
2,260,,0
16,90,,0
17,740,,0
10,850,,0
16,550,,0
9,620,,0
17,480,20,65000
17,640,,0
17,330,,0
16,660,,0
17,170,,0
5,930,,0
1,1000,10,50000
6,240,,0
11,520,,0
2,350,10,70000
10,1010,30,10000
15,450,,0
1,530,,0
14,270,,0
2,570,,0
6,410,,0
17,970,,0
8,890,,0
9,930,,0
19,380,10,35000
5,540,20,55000
7,840,,0
20,860,10,50000
6,610,10,55000
3,540,,0
19,560,,0
11,40,,0
12,420,70,60000
18,50,,0
7,710,,0
1,20,70,85000
2,940,,0
19,420,,0
18,580,,0
11,170,,0
18,770,10,70000
9,580,,0
4,90,,0
16,210,10,40000
7,600,,0
1,430,,0
11,350,,0
3,430,,0
11,710,,0
6,550,,0
19,850,,0
1,210,,0
14,140,,0
8,780,,0
7,90,,0
12,960,,0
19,410,,0
7,640,30,10000
4,290,,0
14,830,20,40000
1,790,,0
15,950,,0
6,300,,0
14,20,,0
17,830,,0
7,220,,0
7,470,,0
8,410,,0
1,950,,0
14,230,,0
8,790,,0
11,740,20,40000
14,260,,0
11,670,,0
1,80,,0
10,50,10,50000
4,150,,0
9,260,,0
19,130,,0
19,220,,0
14,1000,,0
1,270,,0
19,10,20,65000
6,650,,0
3,940,,0
7,790,,0
16,740,,0
7,260,,0
19,110,,0
2,920,,0
2,780,30,95000
6,780,,0
5,140,,0
14,210,,0
13,200,70,90000
14,490,,0
9,750,,0
1,570,,0
18,630,,0
2,50,,0
8,440,,0
17,610,,0
14,80,,0
8,60,,0
6,980,,0
13,440,70,75000
1,750,,0
1,200,,0
11,850,,0
19,830,,0
18,380,10,30000
16,980,,0
8,810,,0
8,620,,0
9,400,,0
11,150,,0
1,260,10,35000
6,190,,0
11,10,,0
5,200,,0
7,670,,0
16,530,,0
11,770,,0
8,470,,0
6,800,,0
1,420,,0
9,520,,0
7,200,70,10000
6,940,,0
8,420,,0
17,140,,0
6,950,70,60000
13,420,,0
7,1010,,0
2,470,,0
6,790,,0
19,200,,0
5,820,,0
1,610,,0
2,290,,0
12,880,30,90000
15,90,,0
16,670,,0
7,380,,0
19,940,,0
7,770,,0
16,450,30,85000
7,590,,0
18,990,,0
15,810,,0
2,360,,0
12,100,,0
18,1000,20,45000
2,850,,0
7,970,,0
14,30,,0
18,930,,0
5,190,,0
17,200,,0
19,640,70,85000
7,1000,,0
5,420,,0
5,470,,0
14,1010,,0
5,800,,0
7,540,,0
3,30,,0
2,280,,0
6,200,,0
8,150,,0
2,300,,0
18,540,70,10000
19,720,30,65000
11,530,,0
15,30,,0
18,340,20,40000
12,220,,0
1,580,,0
17,120,,0
8,830,,0
17,440,,0
6,990,,0
8,950,,0
14,550,,0
6,560,,0
14,280,,0
18,850,,0
5,20,,0
14,570,,0
4,570,,0
15,390,,0
12,740,20,70000
11,50,70,95000
1,90,,0
11,130,70,65000
14,700,,0
19,570,,0
11,410,,0
18,150,,0
12,990,,0
2,240,,0
6,30,,0
13,490,,0
6,810,,0
9,480,,0
3,280,,0
18,390,,0
15,760,,0
9,860,,0
13,900,,0
5,100,,0
6,670,,0
8,190,,0
11,980,,0
5,810,30,60000
13,700,,0
12,210,,0
13,910,,0
17,70,10,55000
18,20,,0
5,600,,0
7,110,,0
5,10,,0
1,220,,0
4,530,,0
7,680,,0
2,460,,0
2,270,,0
17,360,,0
19,910,,0
16,470,,0
5,650,70,85000
9,910,,0
7,950,70,65000
16,290,,0
18,940,10,45000
19,950,,0
15,540,,0
2,880,,0
5,940,,0
14,860,,0
15,220,,0
3,640,10,50000
10,720,10,40000
6,600,,0
1,930,,0
11,320,,0
7,80,10,50000
18,190,,0
4,640,,0
19,190,,0
1,440,,0
14,920,,0
7,400,,0
1,830,20,30000
16,490,70,75000
6,460,,0
2,800,20,60000
15,310,,0
5,320,,0
14,670,,0
5,580,,0
11,920,,0
7,100,,0
3,200,,0
11,430,,0
18,510,,0
6,330,,0
2,560,,0
12,450,,0
18,590,,0
18,720,,0
9,740,,0
17,220,,0
3,10,,0
3,300,,0
16,280,,0
9,960,,0
